Date,Open_IONQ,High_IONQ,Low_IONQ,Close_IONQ,"Osc(5,15)_IONQ",Sig(9)_IONQ,Diff_IONQ,Volume_IONQ,UBB(2) - Upper Band_IONQ,BollMA (20) - Moving Average_IONQ,LBB(2) - Lower Band_IONQ,BollW - Bandwith_IONQ,%B_IONQ,RSI - Relative Strength Index_IONQ,Ichimoku - Conversion Line_IONQ,Ichimoku - Base(26)_IONQ,Ichimoku - Lag Line(26)_IONQ,Ichimoku  - Leading Span 1(26)_IONQ,Ichimoku  - Leading Span 2_IONQ,Stochastics - %DS(5)_IONQ,Stochastics - %DSS(3)_IONQ,Williams%R - WLPR(14)_IONQ,Directional Movement Index +DMI_IONQ,Directional Movement Index -DMI_IONQ,Directional Movement Index - ADX_IONQ,"Moving Average - MACD(12,26)_IONQ",Moving Average Signal Line - Sig(9)_IONQ,Moving Average Diff_IONQ,Average True Range - ATR(5)_IONQ,Rate of Change - ROC (1) on_IONQ,Open_VIX_INDEX,High_VIX_INDEX,Low_VIX_INDEX,Close_VIX_INDEX,SMAVG (50)_VIX_INDEX,SMAVG (100)_VIX_INDEX,SMAVG (200)_VIX_INDEX,Open_SPX,High_SPX,Low_SPX,Close_SPX,SMAVG (50)_SPX,SMAVG (100)_SPX,SMAVG (200)_SPX,Volume_SPX,SMAVG (15)_SPX
7/14/2022,4.43,4.48,4.31,4.39,-0.0833,-0.1354,0.0521,1.965M,5.314,4.7545,4.195,23.5348,0.1743,38.7886,4.67,5.125,7.63,5.9037,9.28,31.5997,29.4159,-84.1629,17.9041,29.5085,24.8649,-1.4259,0.6372,-0.2988,-0.3382,0.0394,27.47,28.45,26.2,26.4,28.27,27.28, ,3763.99,3796.41,3721.56,3790.38,3942.78,4160.46,4367.17,579.29M,643.957M
7/13/2022,4.33,4.53,4.29,4.43,0.0087,-0.1444,0.1531,1.95M,5.3041,4.7655,4.2269,22.6061,0.1886,39.3528,4.6675,5.125,7.86,6.0087,9.43,30.3928,26.1391,-80.543,18.4985,30.4881,24.8949,-1.4281,0.6317,-0.297,-0.3481,0.0511,27.35,29.06,26.23,26.82,28.37,27.32, ,3779.67,3829.44,3759.07,3801.78,3950.08,4166.36,4370.43,560.882M,654.757M
7/12/2022,4.64,4.7791,4.46,4.47,-0.0027,-0.1581,0.1554,2.145M,5.2988,4.77,4.2412,22.1707,0.2163,39.8916,4.6675,5.125,8.38,6.0087,9.725,26.2551,21.8916,-76.9231,19.3401,28.6525,24.9271,-1.4303,0.6518,-0.2945,-0.3608,0.0664,27.14,27.75,25.82,27.29,28.34,27.34, ,3851.95,3873.41,3802.36,3818.8,3956.69,4173.09,4373.7,583.508M,670.379M
7/11/2022,4.96,4.995,4.61,4.61,-0.0247,-0.1665,0.1419,2.199M,5.3054,4.792,4.2786,21.4276,0.3228,41.7494,4.6675,5.125,6.36,6.0112,9.8,21.7695,18.3706,-68.5259,20.4912,27.5601,25.352,-1.4126,0.6282,-0.291,-0.3774,0.0864,26.42,26.74,25.79,26.17,28.38,27.35, ,3880.94,3880.94,3847.22,3854.43,3966.06,4179.61,4376.85,506.096M,775.607M
7/8/2022,4.89,5.12,4.815,5.07,-0.0787,-0.1696,0.0909,2.286M,5.3822,4.8275,4.2728,22.9802,0.7186,48.6638,4.7475,5.125,6.21,6.1762,9.8,17.6502,16.7081,-31.8725,22.265,26.088,26.1706,-1.3309,0.6344,-0.2967,-0.399,0.1023,26.41,26.61,24.43,24.64,28.51,27.37, ,3888.26,3918.5,3869.34,3899.38,3972.65,4185.09,4379.56,484.507M,801.424M
7/7/2022,4.68,5.06,4.51,5.05,-0.212,-0.1671,-0.0449,2.772M,5.5696,4.866,4.1624,28.9179,0.6308,48.3182,4.7675,5.1675,6.07,6.285,9.8,15.692,17.7375,-33.4661,22.411,27.5567,27.5755,-1.3438,0.628,-0.3464,-0.4246,0.0782,26.73,26.79,25.66,26.08,28.68,27.36, ,3858.85,3910.63,3858.85,3902.62,3978.17,4190.28,4381.83,596.928M,823.676M
7/6/2022,4.52,4.65,4.455,4.61,-0.3007,-0.1627,-0.1379,2.414M,5.6455,4.8895,4.1335,30.9246,0.3152,40.0781,4.7675,5.1675,6.33,6.3325,9.8,16.7821,21.1393,-68.5259,16.9849,30.4247,28.9045,-1.4412,0.6519,-0.4028,-0.4442,0.0414,27.84,28.07,26.43,26.73,28.76,27.36, ,3831.98,3870.91,3809.37,3845.08,3986.04,4196.29,4384.11,615.704M,831.198M
7/5/2022,4.32,4.55,4.22,4.55,-0.2787,-0.1524,-0.1262,2.323M,5.7522,4.941,4.1298,32.8342,0.259,38.8435,4.7675,5.1675,5.72,6.355,9.8,20.7385,25.9622,-73.3068,15.768,31.5042,28.9473,-1.4638,0.6508,-0.4241,-0.4545,0.0304,27.37,29.82,27.3,27.54,28.86,27.38, ,3792.61,3832.19,3742.06,3831.39,3994.57,4203.72,4387.05,669.97M,846.464M
7/1/2022,4.38,4.49,4.3,4.39,-0.2467,-0.1587,-0.088,2.211M,5.819,4.99,4.161,33.2255,0.1381,35.5554,4.8425,5.1675,6.13,6.57,9.8,25.8974,30.5528,-86.0558,16.6991,31.933,28.6133,-1.507,0.685,-0.439,-0.4621,0.0231,29.53,29.59,26.69,26.7,28.97,27.34, ,3781,3829.82,3752.1,3825.33,4005.82,4210.62,4390.26,605.699M,848.589M
6/30/2022,4.42,4.48,4.215,4.38,-0.1647,-0.1881,0.0234,3.177M,5.9129,5.0605,4.2081,33.6873,0.1008,35.3537,4.8425,5.1675,6.42,6.42,9.8,31.2508,33.921,-86.8526,17.0719,32.9739,28.4048,-1.5207,0.691,-0.4354,-0.4679,0.0325,29.42,30.22,28.28,28.71,29,27.27, ,3785.99,3818.99,3738.67,3785.38,4018.5,4217.2,4393.54,846.482M,846.644M
6/29/2022,4.7,4.7,4.42,4.46,-0.114,-0.2348,0.1208,3.166M,5.9036,5.106,4.3084,31.2419,0.095,36.1953,4.945,5.2525,6.2,6.42,9.8,34.5103,35.286,-94.9153,17.8244,31.0175,28.1455,-1.5162,0.6693,-0.4234,-0.476,0.0526,28.8,29.36,27.85,28.16,28.87,27.2, ,3825.09,3836.5,3799.02,3818.83,4032.04,4224.35,4396.83,536.714M,823.173M
6/28/2022,4.91,5.08,4.665,4.69,-0.0787,-0.2819,0.2032,2.885M,5.9573,5.1705,4.3837,30.4333,0.1946,38.6517,5.035,5.2525,5.9,6.515,9.8,36.0018,34.4343,-81.5152,18.6301,28.4645,28.2327,-1.4811,0.6724,-0.4101,-0.4891,0.0791,26.9,28.68,26.47,28.36,28.72,27.15, ,3913,3945.86,3820.14,3821.55,4043.49,4230.94,4400.08,613.334M,823.658M
6/27/2022,5.21,5.28,4.81,4.83,-0.052,-0.317,0.265,3.395M,6.0528,5.2325,4.4122,31.3527,0.2547,40.1934,4.9275,5.2525,5.51,6.585,9.8,35.3458,31.3695,-73.0303,19.8659,28.0349,28.7981,-1.4635,0.6713,-0.4105,-0.5089,0.0984,28.3,28.66,26.93,26.95,28.58, , ,3920.76,3927.72,3889.66,3900.11,4054.92,4238.62,4403.26,605.653M,814.998M
6/24/2022,5.13,5.32,5.09,5.11,-0.0567,-0.3435,0.2868,18.821M,6.1081,5.279,4.4499,31.4119,0.3981,43.409,4.9275,5.3625,5.25,6.585,9.8,31.9553,27.4975,-56.0606,21.3557,25.6696,29.7015,-1.4165,0.6689,-0.4194,-0.5335,0.1141,29.07,29.72,26.83,27.23,28.48, , ,3821.75,3913.65,3821.75,3911.74,4065.84,4245.08,4406.23,1.203B,808.358M
6/23/2022,5.02,5.13,4.8401,5.12,-0.1727,-0.3527,0.1801,3.057M,6.1562,5.3095,4.4628,31.8937,0.3881,43.5245,4.9275,5.3625,5.4,6.8575,9.8,26.8073,24.4836,-55.4546,19.1947,26.5753,31.2806,-1.4243,0.6879,-0.4531,-0.562,0.1089,29.29,29.77,28.74,29.05,28.39, , ,3774.71,3802.58,3743.52,3795.73,4075.56,4251.12,4409.24,651.223M,765.23M
6/22/2022,5.01,5.32,4.94,4.99,-0.208,-0.3421,0.1341,4.739M,6.1658,5.323,4.4802,31.6657,0.3024,41.6507,5.1225,5.3625,5.29,7.085,9.8,23.7301,23.9032,-63.3334,20.0214,26.2356,32.4464,-1.4613,0.6996,-0.4906,-0.5893,0.0987,31.45,31.57,28.78,28.95,28.25, , ,3733.89,3801.79,3717.69,3759.89,4087.9,4257.48,4412.86,741.293M,761.068M
6/21/2022,5.18,5.47,5.12,5.14,-0.3347,-0.3179,-0.0167,5.844M,6.2102,5.3615,4.5128,31.6608,0.3695,43.1859,5.21,5.3625,5.1,7.2175,9.8,22.9134,26.5226,-54.2424,21.1291,25.0665,33.9089,-1.4403,0.7,-0.5181,-0.6139,0.0959,30.63,30.65,29.33,30.19,28.15, , ,3715.31,3779.65,3715.31,3764.79,4102.46,4263.15,4416.74,795.206M,811.342M
6/17/2022,4.96,5.12,4.8,5.04,-0.5113,-0.2909,-0.2204,6.563M,6.236,5.386,4.536,31.565,0.2965,41.8593,5.21,5.25,4.72,7.295,10.045,25.0662,32.7716,-62.2478,17.4095,26.6136,35.8616,-1.471,0.6988,-0.5608,-0.6379,0.0771,32.84,33.31,30.47,31.13,27.84, , ,3665.9,3707.71,3636.87,3674.84,4117.17,4269,4420.6,2.162B,798.782M
6/16/2022,4.74,4.925,4.6,4.76,-0.5853,-0.2342,-0.3511,5.456M,6.281,5.4255,4.57,31.5349,0.111,38.1015,5.21,5.25,4.94,7.645,10.4275,31.5883,41.2374,-78.3862,15.557,27.9549,37.0119,-1.5403,0.7003,-0.5971,-0.6572,0.0601,30.35,34.82,30.35,32.95,27.65, , ,3728.18,3728.18,3639.77,3666.77,4133.3,4275.82,4424.84,893.345M,698.592M
6/15/2022,4.65,5.11,4.64,5,-0.5373,-0.1596,-0.3777,6.368M,6.2591,5.46,4.6609,29.272,0.2122,40.1678,5.21,5.25,4.88,7.9625,10.6726,41.6605,49.2775,-64.5533,16.4103,28.9398,37.6672,-1.5009,0.6859,-0.6062,-0.6722,0.066,32.39,32.77,27.76,29.62,27.43, , ,3764.05,3837.56,3722.3,3789.99,4150.46,4283.25,4429.12,818.29M,681.652M
6/14/2022,4.63,4.695,4.385,4.61,-0.3953,-0.0796,-0.3158,3.952M,6.2725,5.4955,4.7185,28.2779,-0.0698,34.8351,5.21,5.25,5.26,8.1,10.8076,50.4634,54.781,-87.0317,11.8824,30.9076,38.4394,-1.5947,0.6812,-0.6335,-0.6887,0.0552,33.01,34,32.06,32.69,27.26, , ,3763.52,3778.18,3705.68,3735.48,4166.32,4289.33,4432.82,709.748M,668.872M
6/13/2022,4.63,4.79,4.5,4.52,-0.29,-0.0062,-0.2838,5.083M,6.234,5.508,4.782,26.3614,-0.1804,33.5663,5.2675,5.25,5.12,8.57,11.1125,55.7087,56.9724,-98.7654,12.3665,30.6554,37.9762,-1.6265,0.6838,-0.6193,-0.7025,0.0832,31.37,35.05,31.29,34.02,26.98, , ,3838.15,3838.15,3734.3,3749.63,4182.53,4296.8,4436.69,844.701M,663.653M
6/10/2022,5.18,5.35,4.9,4.91,-0.14,0.0607,-0.2007,5.191M,6.1304,5.542,4.9536,21.2333,-0.0371,36.4197,5.51,5.705,4.73,8.87,11.3726,58.1708,55.9289,-99.1803,13.0179,27.1315,37.6273,-1.5561,0.6819,-0.5831,-0.7233,0.1402,26.26,29.63,26.05,27.75,26.69, , ,3974.39,3974.39,3900.16,3900.86,4198.14,4304.63,4440.29,701.847M,663.649M
6/9/2022,5.86,5.86,5.32,5.32,-0.0773,0.1161,-0.1934,4.097M,6.1577,5.5345,4.9113,22.5206,0.3279,39.7153,5.6725,5.835,4.59,9.1025,11.5175,57.0376,52.3484,-89.3854,13.7563,23.3762,37.8177,-1.4796,0.6795,-0.568,-0.7583,0.1903,24.29,26.24,23.82,26.09,26.55, , ,4101.65,4119.1,4017.17,4017.82,4212.17,4311.39,4443.27,576.523M,663.834M
6/8/2022,5.53,6.035,5.52,5.84,0.01,0.1579,-0.1479,5.454M,6.2948,5.4855,4.6762,29.5063,0.719,44.4527,5.6725,5.98,4.53,9.41,11.7275,52.5782,47.9317,-31.2849,14.6845,22.4545,38.7339,-1.3776,0.6663,-0.5823,-0.8059,0.2236,24.37,24.78,23.74,23.96,26.41, , ,4147.12,4160.14,4107.2,4115.77,4224.45,4317.84,4445.61,494.41M,674.225M
6/7/2022,5.58,5.78,5.29,5.52,-0.0913,0.1881,-0.2795,5.055M,6.2705,5.4375,4.6045,30.6396,0.5495,40.3895,5.6725,6.135,4.39,10.055,12.0975,47.4293,43.8779,-73.5426,12.4711,23.8814,40.1041,-1.4562,0.6969,-0.645,-0.8618,0.2168,25.54,26.24,23.88,24.02,26.31, , ,4096.47,4164.86,4080.19,4160.68,4233.64,4323.28,4447.43,543.992M,682.922M
6/6/2022,5.74,5.98,5.585,5.64,-0.0013,0.2104,-0.2118,5.977M,6.2618,5.4155,4.5692,31.2537,0.6326,41.4452,5.6725,6.345,4.43,10.24,12.445,43.7877,40.504,-57.3818,13.2129,21.7208,40.7746,-1.4403,0.7012,-0.6831,-0.916,0.2329,25.37,25.81,24.82,25.07,26.22, , ,4134.72,4168.78,4109.18,4121.43,4241.29,4328.93,4448.83,483.438M,684.065M
6/3/2022,5.67,5.74,5.445,5.53,0.086,0.2168,-0.1308,3.32M,6.2991,5.4295,4.5599,32.0327,0.5578,40.1129,5.6725,6.345,4.47,10.315,12.715,40.4168,37.5703,-53.2895,11.0689,22.8815,42.0376,-1.4744,0.7016,-0.734,-0.9742,0.2402,24.91,25.96,24.76,24.79,26.14, , ,4137.57,4142.67,4098.67,4108.54,4249.27,4334.85,4450.25,506.052M,695.552M
6/2/2022,5.29,5.84,5.24,5.8,0.1833,0.1779,0.0054,4.389M,6.4012,5.4645,4.5278,34.2841,0.6791,42.3069,5.6725,6.35,4.61,10.7225,12.88,37.3075,35.0318,-35.5263,11.5199,23.8137,42.5949,-1.4253,0.6989,-0.7771,-1.0343,0.2572,25.73,26.5,24.33,24.72,26.07, , ,4095.41,4177.51,4074.37,4176.82,4256.22,4340.47,4451.71,556.442M,716.929M
6/1/2022,5.74,5.8512,5.225,5.29,0.2647,0.1021,0.1626,5.082M,6.8359,5.5495,4.2631,46.3592,0.3991,36.1847,5.6725,6.68,5.07,10.83,12.88,34.9865,32.8061,-48.1651,12.3068,25.4403,43.195,-1.5471,0.6894,-0.8483,-1.0986,0.2503,26.05,27.73,25.38,25.69,26.05, , ,4149.78,4166.54,4073.85,4101.23,4262.92,4345.47,4453.07,588.791M,729.477M
5/31/2022,6.04,6.12,5.48,5.75,0.312,-0.025,0.337,7.84M,7.0982,5.6425,4.1868,51.5964,0.5369,39.7144,5.81,6.76,5.05,11.185,13.235,32.8013,30.5025,-27.0642,13.1792,24.357,43.8412,-1.456,0.6938,-0.8749,-1.1611,0.2862,27.47,28.35,25.94,26.19,26, , ,4151.09,4168.34,4104.88,4132.15,4270.11,4351.42,4454.96,1.495B,742.916M
5/27/2022,5.83,6.116,5.673,5.93,0.3587,-0.2023,0.561,6.496M,7.496,5.748,4,60.822,0.5521,41.1737,5.7301,6.935,4.61,11.23,13.235,30.6306,28.1214,-18.8074,14.1298,23.9387,44.923,-1.4253,0.6943,-0.943,-1.2327,0.2897,27.5,27.54,25.57,25.72,25.89, , ,4077.43,4158.49,4077.43,4158.24,4276.73,4357.1,4456.64,606.796M,696.876M
5/26/2022,5.53,6.0685,5.51,5.76,0.2993,-0.421,0.7203,5.037M,7.8229,5.845,3.8671,67.6767,0.4785,39.2149,5.58,7.13,4.55,11.6925,13.535,28.0756,25.4542,-26.6055,14.2954,25.1025,46.3965,-1.472,0.6712,-1.0345,-1.3051,0.2707,28.42,28.46,27.11,27.5,25.89, , ,3984.6,4075.14,3984.6,4057.84,4281.8,4363.46,4458.15,659.094M,704.179M
5/25/2022,5.39,5.73,5.32,5.72,0.282,-0.6599,0.9419,3.487M,8.2221,5.9725,3.7229,75.3318,0.4439,38.7694,5.58,7.56,4.39,11.9425,13.725,25.6579,22.5349,-28.4404,11.5006,26.6173,47.8554,-1.4903,0.6747,-1.1189,-1.3728,0.2539,29.33,30.23,28.16,28.37,25.87, , ,3929.59,3999.33,3925.03,3978.73,4287.8,4370.84,4460.1,639.248M,713.839M
5/24/2022,5.62,5.73,5.28,5.39,0.1093,-0.9103,1.0196,3.973M,8.5417,6.0965,3.6513,80.215,0.3555,35.1272,5.25,7.59,4.38,12.1225,13.905,22.629,19.1036,-60.1942,11.994,27.7592,48.486,-1.5743,0.6452,-1.2062,-1.4363,0.23,29.43,31.07,29.04,29.45,25.9, , ,3942.94,3955.68,3875.13,3941.48,4293.48,4378.72,4462.39,626.588M,721.292M
5/23/2022,5.6,5.7984,5.4,5.76,0.056,-1.144,1.2,3.717M,8.8027,6.232,3.6613,82.4988,0.4082,37.4462,5.25,7.59,4.46,12.3525,13.955,19.3177,15.5212,-52.2388,12.5807,27.8942,49.1651,-1.5016,0.6448,-1.2666,-1.4938,0.2272,28.98,30.39,28.29,28.48,25.95, , ,3919.42,3981.88,3909.04,3973.75,4298.11,4387.09,4464.85,631.461M,722.439M
5/20/2022,5.92,6,5.31,5.63,-0.264,-1.342,1.078,5.048M,9.2542,6.401,3.5478,89.1488,0.3649,36.0692,5.25,7.78,4.69,12.615,14.145,15.3641,11.905,-59.6154,13.0737,28.9871,50.0367,-1.5409,0.6305,-1.3629,-1.5506,0.1876,28.78,32.91,28.06,29.43,25.99, , ,3927.76,3943.42,3810.32,3901.36,4302.72,4395.28,4467.16,844.642M,728.956M
5/19/2022,5.5,5.95,5.435,5.83,-0.4993,-1.4987,0.9994,6.715M,9.651,6.5785,3.506,93.4113,0.3782,37.2403,5.25,7.92,4.83,12.6875,13.83,11.8817,8.6594,-57.7215,13.9528,29.7182,50.9753,-1.5057,0.6244,-1.4528,-1.5975,0.1447,31.24,33.11,29.06,29.35,26.01, , ,3899,3945.96,3876.58,3900.79,4309.88,4404.13,4469.8,704.615M,734.598M
5/18/2022,5.63,6.34,5.39,5.45,-0.8787,-1.6084,0.7298,8.712M,10.0636,6.762,3.4604,97.6524,0.3013,33.4268,5.25,7.92,5.11,12.6875,13.41,8.4691,6.1177,-70.4806,14.6349,31.1709,52.1196,-1.6024,0.645,-1.5668,-1.6337,0.0669,26.74,31.49,26.21,30.96,26.07, , ,4051.98,4051.98,3911.91,3923.68,4317.43,4413.04,4472.31,732.386M,734.104M
5/17/2022,5.21,5.78,5.1201,5.71,-1.284,-1.6678,0.3838,7.038M,10.4742,6.9795,3.4848,100.1427,0.3184,34.7691,5.705,8.01,5.12,12.6875,13.41,5.6275,4.5744,-64.5309,10.5853,34.0196,53.3518,-1.5541,0.6712,-1.6508,-1.6504,-0.0004,27.07,27.17,25.51,26.1,26.15, , ,4052,4090.72,4033.93,4088.85,4322.37,4421.06,4474.81,624.876M,730.737M
5/16/2022,5.29,5.34,4.82,4.86,-1.6093,-1.6739,0.0646,6.07M,11.0773,7.24,3.4027,106.0028,0.1899,25.7135,5.835,8.335,4.99,13.0375,13.41,4.2565,4.0137,-84.0183,7.2508,37.0656,53.4145,-1.7608,0.6562,-1.7604,-1.6503,-0.1101,30.01,30.23,27.36,27.47,26.36, , ,4013.02,4046.46,3983.99,4008.01,4324.61,4427.14,4476.3,561.13M,735.631M
5/13/2022,5,5.32,4.9,5.2,-1.8507,-1.6542,-0.1964,6.825M,11.4666,7.527,3.5874,104.6791,0.2047,27.1115,5.98,8.455,5.14,13.0375,13.41,3.8394,4.0684,-79.3651,7.6083,38.1348,52.3481,-1.6963,0.6662,-1.7882,-1.6228,-0.1654,31.09,31.2,28.78,28.87,26.45, , ,3963.9,4038.88,3963.9,4023.89,4331.03,4433.55,4478.23,655.748M,746.401M
5/12/2022,4.24,5.015,4.16,4.76,-1.972,-1.6136,-0.3584,7.428M,11.8128,7.8,3.7872,102.892,0.1212,22.0168,6.135,8.455,5.04,13.0975,13.41,3.9453,4.6311,-88.4615,5.178,40.1128,51.2415,-1.8121,0.6484,-1.8323,-1.5814,-0.2509,33.74,34.76,31.7,31.77,26.48, , ,3903.95,3964.8,3858.87,3930.08,4337.82,4438.99,4480.21,826.699M,748.801M
5/11/2022,4.88,4.895,4.29,4.34,-1.994,-1.564,-0.43,7.444M,12.176,8.1305,4.085,99.5146,0.0315,16.8663,6.41,8.88,4.76,13.3875,13.41,4.4207,5.1225,-99.0775,5.589,42.0898,49.2497,-1.9264,0.697,-1.8171,-1.5187,-0.2984,32.87,34.39,30.69,32.56,26.46, , ,3990.08,4049.09,3928.82,3935.18,4346.95,4445.89,4482.56,744.675M,738.255M
5/10/2022,5.29,5.33,4.78,4.88,-1.726,-1.5167,-0.2093,7.072M,12.2952,8.463,4.6308,90.5637,0.0325,18.31,6.655,9.27,5,13.6213,13.41,5.5273,5.3336,-98.1203,5.8965,39.9493,47.1492,-1.8173,0.7077,-1.7285,-1.4441,-0.2844,33.66,34.84,32.24,32.99,26.48, , ,4035.18,4068.82,3958.17,4001.05,4354.37,4453.23,4484.89,790.371M,728.639M
5/9/2022,5.74,5.83,5.05,5.08,-1.6747,-1.5024,-0.1723,8.237M,12.3435,8.7585,5.1735,81.8623,-0.013,18.8654,6.795,9.405,4.61,13.7688,13.41,5.4196,5.0485,-99.4924,6.1837,39.504,45.0625,-1.7855,0.711,-1.6452,-1.373,-0.2723,31.9,35.48,31.9,34.75,26.42, , ,4081.27,4081.27,3975.48,3991.24,4361.83,4460.32,4487,804.817M,714.751M
5/6/2022,6.2,6.3,5.66,5.92,-1.4867,-1.4902,0.0036,7.053M,12.6074,9.1205,5.6336,76.4624,0.0411,21.3965,7.43,9.71,4.52,13.8063,13.41,5.0537,4.7732,-95.1492,6.6602,37.1452,42.9188,-1.5995,0.678,-1.5354,-1.3049,-0.2305,32.23,35.34,29.83,30.19,26.28, , ,4128.17,4157.69,4067.91,4123.34,4369.7,4466.75,4489.1,716.333M,695.718M
5/5/2022,7.25,7.25,6.18,6.23,-1.4127,-1.4769,0.0642,8.711M,12.8945,9.4465,5.9985,72.9995,0.0336,22.4277,7.77,9.97,4.91,13.8063,13.41,4.672,4.3875,-98.9669,7.0303,34.6946,40.867,-1.536,0.669,-1.4585,-1.2473,-0.2112,25.97,33.2,25.78,31.2,26.28, , ,4270.43,4270.43,4106.01,4146.87,4373,4472.2,4490.32,803.991M,693.969M
5/4/2022,6.71,7.51,6.47,7.5,-1.3393,-1.4679,0.1286,13.142M,13.0785,9.75,6.4215,68.2779,0.162,27.4626,8.09,10.115,5.32,13.8063,13.41,4.5937,4.0711,-79.1075,7.8675,36.2099,38.9105,-1.2397,0.6316,-1.3706,-1.1945,-0.1761,29.12,29.42,24.94,25.42,26.28, , ,4181.18,4307.66,4148.91,4300.17,4374.58,4477.85,4491.38,751.05M,676.232M
5/3/2022,7.49,7.8,6.89,7.15,-1.432,-1.4607,0.0287,17.096M,13.3719,10.0015,6.6311,67.3973,0.077,23.0414,8.495,10.325,5.84,13.8988,13.41,3.8968,3.9751,-94.572,8.6184,35.8115,36.9573,-1.3299,0.6121,-1.3678,-1.1505,-0.2174,31.76,32.82,29.06,29.25,26.34, , ,4159.78,4200.1,4147.08,4175.48,4374.67,4481.53,4491.5,643.787M,663.037M
5/2/2022,7.88,8.11,7.63,7.86,-1.4847,-1.423,-0.0617,6.12M,13.7699,10.323,6.8761,66.7803,0.1427,26.0299,9.295,10.815,5.52,13.6288,13.41,3.7227,4.2681,-94.321,9.3949,32.1643,35.0921,-1.1647,0.6447,-1.3087,-1.0961,-0.2126,33.35,36.64,31.74,32.34,26.31, , ,4130.61,4169.81,4062.51,4155.38,4378.14,4486.78,4491.91,729.216M,662.894M
4/29/2022,8.27,8.53,7.86,7.87,-1.526,-1.3721,-0.1539,4.241M,14.0204,10.58,7.1396,65.0368,0.1062,26.0741,9.395,11.085,5.64,13.6113,13.41,4.3059,4.6161,-97.555,9.8007,31.484,33.5771,-1.1672,0.6452,-1.2866,-1.043,-0.2436,28.97,34.34,28.54,33.4,26.23, , ,4253.75,4269.68,4124.28,4131.93,4382.63,4492.1,4492.77,929.282M,652.072M
4/28/2022,8.39,8.41,7.77,8.31,-1.5687,-1.3359,-0.2327,5.377M,14.153,10.8245,7.496,61.5002,0.1223,28.0193,9.395,11.235,5.53,13.75,13.41,4.7756,5.0089,-88.6076,9.3198,33.351,32.1198,-1.0653,0.6388,-1.2406,-0.9821,-0.2585,29.91,32,28,29.99,26.05, , ,4222.58,4308.45,4188.63,4287.5,4389.5,4496.69,4493.91,697.197M,632.357M
4/27/2022,8.15,8.54,8.1,8.2,-1.5967,-1.2759,-0.3207,4.768M,14.2099,11.0275,7.8451,57.7172,0.0558,26.7507,9.75,11.695,5.8,13.885,13.41,4.7667,5.5639,-97.8495,9.8372,32.3399,30.2584,-1.0966,0.6432,-1.2087,-0.9175,-0.2912,31.11,32.77,29.82,31.6,25.96, , ,4186.52,4240.71,4162.9,4183.96,4393.17,4499.2,4494.35,681.879M,633.049M
4/26/2022,9.15,9.2,8.1,8.1,-1.5653,-1.1976,-0.3677,7.3M,14.1907,11.237,8.2833,52.5709,-0.031,25.6445,9.89,11.77,5.29,13.885,13.41,5.4844,6.0455,-100,10.1987,33.5283,28.4819,-1.1257,0.6554,-1.1391,-0.8447,-0.2945,27.38,33.81,27.06,33.52,25.9, , ,4278.14,4278.14,4175.04,4175.2,4397.52,4503.14,4495.27,698.291M,628.684M
4/25/2022,9.03,9.36,8.825,9.14,-1.3667,-1.1231,-0.2436,5.348M,14.1772,11.489,8.8008,46.7961,0.0631,30.0232,10.245,12.125,5.75,13.615,13.51,6.4407,6.468,-92.9185,11.1498,30.5085,26.5688,-0.8758,0.5985,-1.0236,-0.771,-0.2526,30.04,31.6,26.8,27.02,25.77, , ,4255.34,4299.02,4200.82,4296.12,4402.39,4506.51,4496.32,722.68M,620.244M
4/22/2022,9.71,9.71,8.81,9.18,-1.332,-1.0647,-0.2673,6.287M,14.2467,11.691,9.1353,43.7207,0.0087,30.2074,10.335,12.125,5.93,13.525,13.51,6.2114,7.2159,-92.5253,11.64,31.8499,25.0379,-0.8683,0.5596,-0.9672,-0.7079,-0.2593,22.71,28.27,22.62,28.21,25.71, , ,4385.83,4385.83,4267.62,4271.78,4406.55,4509.22,4496.69,691.753M,617.474M
4/21/2022,10.05,10.1,9.41,9.5,-1.2747,-0.9767,-0.2979,5.955M,14.3919,11.9295,9.4671,41.2832,0.0067,31.6499,10.96,12.425,5.76,13.45,13.58,6.752,8.7094,-97.931,12.4985,29.2822,23.3893,-0.7919,0.5811,-0.8852,-0.6431,-0.2421,20.24,23.28,19.81,22.68,25.55, , ,4489.17,4512.94,4384.47,4393.66,4412.86,4513.06,4496.93,668.509M,626.591M
4/20/2022,10.92,10.96,9.79,9.8,-1.092,-0.8951,-0.1969,17.009M,14.5506,12.1645,9.7784,39.2298,0.0045,33.0226,11.27,12.615,5.72,13.7412,13.655,8.6842,10.9857,-99.7481,13.191,27.8531,22.0984,-0.7198,0.5909,-0.8002,-0.5826,-0.2176,21.13,21.32,19.75,20.32,25.52, , ,4472.26,4488.29,4448.76,4459.45,4415.42,4515.07,4496.75,600.435M,618.756M
4/19/2022,10.66,11.02,10.15,10.92,-1.0267,-0.837,-0.1897,3.793M,14.8075,12.415,10.0225,38.5413,0.1876,38.8668,11.45,12.795,5.39,13.785,13.655,10.692,14.5176,-78.6703,14.4519,27.5744,21.0503,-0.4456,0.6048,-0.7106,-0.5282,-0.1825,22.55,22.92,20.36,21.37,25.57, , ,4390.63,4471.03,4390.63,4462.21,4415.9,4517.49,4496.17,582.041M,618.303M
